City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Davila,PH,2022-07-01 10:29:24,18.4726,120.5763,85.98,79,100,19.01
280,Iqaluit,CA,2022-07-01 10:29:24,63.7506,-68.5145,42.53,86,40,3.44
281,Mahebourg,MU,2022-07-01 10:30:25,-20.4081,57.7,73.69,64,40,17.27
282,Komsomolskiy,UZ,2022-07-01 10:30:26,40.4272,71.7189,97.52,11,19,4.61
283,Pemangkat,ID,2022-07-01 10:30:26,1.1667,108.9667,82.98,74,95,12.84
284,Henderson,US,2022-07-01 10:26:00,36.0397,-114.9819,91.42,19,0,14.97
285,Ngunguru,NZ,2022-07-01 10:30:27,-35.6167,174.5,54.73,91,99,7.76
286,Cidreira,BR,2022-07-01 10:30:28,-30.1811,-50.2056,56.03,80,0,9.73
287,Bulgan,MN,2022-07-01 10:30:28,48.8125,103.5347,80.76,41,6,4.36
288,High Level,CA,2022-07-01 10:30:07,58.5169,-117.136,51.91,93,75,4.61
289,Pangnirtung,CA,2022-07-01 10:30:29,66.1451,-65.7125,43.63,79,97,2.57
290,Cherskiy,RU,2022-07-01 10:30:30,68.75,161.3,49.01,57,12,12.5
291,Cayenne,GF,2022-07-01 10:28:56,4.9333,-52.3333,77.09,1,75,0.0
