City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
286,Kedougou,SN,12.5579,-12.1743,84.78,79,20,6.91,thunderstorm
287,Koluszki,PL,51.7387,19.8199,62.96,100,84,4.76,broken clouds
288,Biritiba-Mirim,BR,-23.5698,-46.0407,60.98,63,80,3.29,broken clouds
289,Sinnamary,GF,5.3833,-52.95,78.21,86,8,9.08,clear sky
290,Cranbrook,CA,49.4999,-115.7688,75.04,50,40,4.61,scattered clouds
291,Rudbar,AF,30.15,62.6,82.67,20,91,10.71,overcast clouds
292,Menongue,AO,-14.6585,17.691,49.21,57,1,4.54,clear sky
293,Kovdor,RU,67.5662,30.4758,50.76,96,100,0.25,moderate rain
294,Mitchell,US,43.7094,-98.0298,74.73,87,40,6.91,scattered clouds
295,Port Augusta,AU,-32.5,137.7667,57.38,49,100,12.46,overcast clouds
296,Mwense,ZM,-10.3845,28.698,58.86,58,0,6.71,clear sky
297,Borogontsy,RU,62.6683,131.1683,59.4,76,100,10.13,light rain
298,Puerto Escondido,MX,15.85,-97.0667,85.03,65,75,5.75,broken clouds
299,Yumen,CN,40.2833,97.2,75.72,14,81,17.49,broken clouds
300,Loandjili,CG,-4.7561,11.8578,71.71,94,75,4.61,broken clouds
301,Winnemucca,US,40.973,-117.7357,91.45,12,0,11.5,clear sky
302,Lydenburg,ZA,-25.0978,30.4597,44.4,84,0,1.83,clear sky
303,Caravelas,BR,-17.7125,-39.2481,70.29,90,99,5.19,overcast clouds
304,Prainha,BR,-1.8,-53.48,75.54,81,11,3.38,few clouds
305,Bagan,RU,54.1001,77.6646,63.54,81,90,11.05,overcast clouds
306,Ambovombe,MG,-25.1667,46.0833,62.22,80,0,5.06,clear sky
307,Dabakala,CI,8.3667,-4.4333,72.82,97,23,5.77,few clouds
308,Quatre Cocos,MU,-20.2078,57.7625,69.91,67,85,20.33,light rain
309,Moron,AR,-34.6534,-58.6198,51.55,54,6,1.59,clear sky
310,Benguela,AO,-12.5763,13.4055,67.86,84,0,3.83,clear sky
311,Svetlaya,RU,46.5389,138.3297,68.67,83,100,13.65,overcast clouds
312,Safaga,EG,26.7292,33.9365,85.37,30,89,7.4,overcast clouds
313,Lorengau,PG,-2.0226,147.2712,82.06,79,95,11.5,overcast clouds
314,Lakheri,IN,25.6667,76.1667,87.39,65,54,2.82,broken clouds
315,Vicuna,CL,-30.0319,-70.7081,46.13,15,100,3.65,overcast clouds
316,Pindiga,NG,9.9833,10.9333,72.9,82,76,4.59,broken clouds
317,Orange Walk,BZ,17.8333,-88.8333,77.23,86,8,4.12,clear sky
318,Muisne,EC,0.6,-80.0333,73.72,88,47,7.23,scattered clouds
319,Mulege,MX,26.8833,-111.9833,91.35,49,48,6.29,scattered clouds
320,Christchurch,NZ,-43.5333,172.6333,51.91,94,100,12.66,overcast clouds
321,Mukhen,RU,48.1,136.1,82.11,79,100,4.16,overcast clouds
322,Guangyuan,CN,32.442,105.823,88.27,61,0,2.84,clear sky
323,Insar,RU,53.8653,44.3738,63.21,69,48,4.79,scattered clouds
324,Toktogul,KG,41.8708,72.9402,66.67,58,0,1.01,clear sky
325,Cotonou,BJ,6.3654,2.4183,78.78,89,20,9.22,few clouds
326,Aykhal,RU,66.0,111.5,52.57,79,95,15.52,overcast clouds
327,High Level,CA,58.5169,-117.136,77.11,50,75,10.36,broken clouds
328,Karlstadt,DE,49.9603,9.7722,54.52,93,0,4.45,clear sky
329,Alofi,NU,-19.0595,-169.9187,76.89,69,29,18.41,scattered clouds
330,Maniitsoq,GL,65.4167,-52.9,42.1,93,100,1.57,overcast clouds
331,Mihail Kogalniceanu,RO,44.3667,28.45,66.47,63,0,6.91,clear sky
332,Nautla,MX,20.2167,-96.7833,82.81,75,97,8.48,overcast clouds
333,Canmore,CA,51.0834,-115.3521,73.81,49,57,3.44,broken clouds
334,Nantucket,US,41.2835,-70.0995,68.02,84,0,8.05,clear sky
335,Mitsamiouli,KM,-11.3847,43.2844,75.31,68,0,6.55,clear sky
336,Kyzyl-Suu,KG,42.3414,78.0056,59.23,73,0,1.95,clear sky
337,Faanui,PF,-16.4833,-151.75,78.64,67,2,2.93,clear sky
338,Belaya Gora,RU,68.5333,146.4167,54.55,78,100,8.93,overcast clouds
339,Dingzhou,CN,38.5131,114.9956,84.31,54,0,6.35,clear sky
340,Beidao,CN,34.5686,105.8933,83.57,57,1,4.97,clear sky
341,Atikokan,CA,48.7555,-91.6216,67.95,60,100,3.85,overcast clouds
342,Ati,TD,13.2154,18.3353,88.25,44,80,10.38,broken clouds
343,Byron Bay,AU,-28.65,153.6167,62.71,48,0,7.34,clear sky
344,Miraflores,MX,19.2167,-98.8083,66.85,79,56,1.92,broken clouds
345,Saint-Augustin,CA,51.226,-58.6502,53.2,80,16,5.75,few clouds
346,Yekaterinoslavka,RU,50.3734,129.1139,71.49,92,100,9.91,overcast clouds
347,Misratah,LY,32.3754,15.0925,81.73,66,3,3.0,clear sky
348,Batagay,RU,67.6333,134.6333,52.05,95,100,4.16,overcast clouds
349,Agirish,RU,61.9247,63.0231,67.51,69,59,3.91,broken clouds
350,Karakol,KG,42.4907,78.3936,58.28,75,0,0.51,clear sky
